class,text
1,ak nechceme dopadnut ako v taliansku fofrom zacnite budovat nemocnicu kde bude dostatok ventilatorov na umele dychanie a zhanajte personal pre toto pracovisko!!! a nie mrhat peniaze samosprav na blbe pokusy...!!!!
1,si zdravotník? pomôž mi zachrániť premiérsku stoličku!
1,pomôž si človeče aj pán boh ti pomôže 
1,ako v bergame dopadneme
1,horí mu pod riťou
1,už predávajú cez fb potvrdenia že som negatívny za 20e a nemusia sa dať infikovanimi tyčinkami a čipovat sa do nosa a za 20e im lekar výstavy. doklalad negativny
1,blíži sa celoplošné testovanie a všade naokolo je počuť
1,aj ty čo chcely ísť nepôjdu nenechajú sa vydierať a nebudú klamať slovákov a podporovať falošné testy
1,nevadi ze po vasej minulotyzdnpvej akcii mame 300 nakazenych vojakov? tak potrebujeme aj zdravotnikov...
1,ako moze niekto schvalit takuto akciu ked sa nezaoberal s tym
1,a tí co pracuju vo firmach preco nedostanu na kazdy den 500eur
1,lékári doktory beste zaropte však ňebute hlupi idu vianoce třeba love
1,volate o pomoc a vlastnu zachranu pan premier? obavam sa
1,treba na konci ešte spočítať či nahodou pri tých motivačných príplatkoch nebude viac pozitívnych ako zúčastnených na testovaní
1,to už sa začína podobať na ten ficov milión na stole :d
1,kto má priznáky nech má kontaktuje a pôjde mu provízia a nech zoberie aj všetkých ľudí čo sú asi nakazený a dám echo kde budem  ( robím si srandu aby mi neklopala naka )
1,nemáš liek a ani vakcínu
1,prečo stále klamete slovákov
0,a kde sú tie sľúbené odmeny pre zdravotníkov ktoré už mali byt pred pol rokom ?
1,tomuto sa hovorí korupcia a ohrozenie zdravia a tým pádom aj ohrozenie bezpečnosti štátu 
1,zostanú po víkende zdravotníci 10dni v karanténe? čo keď sa tam nakazia? prídu predsa do styku z množstvom pozitívnych ľudí a v pondelok pôjdu do prace.
1,čistá úbohosť.... sa bojíte
1,samuraj drb na to testovanie....na tlacovkach ste vytraseni jak junove ceresne...  merklova  ta chytila do paste...ti nahovorila jaky budes perfektny....rovno si sa z toho skoro po.ral namiesto toho...len nasla blbeho  panaka jedineho v celej eu
1,pane náš zastav toto šialenstvo prosíme
1,dúfam že stihnem odtiaľ 1.11. ujsť za prácou do zahraničia lebo tu je fakt kocurkovo! podporte ľudí čo sú doma bez príjmu a majú rodiny!!!
1,takže keď naškrtajú 100 % pozitívnych tak sú za vodou . dobrá hra 
1,vy nežiadate pomoc pre ľudí
1,cele nedomyslene
1,haló haló raz si ich už sklamal
1,judášových 30 strieborných.
0,držme si palce
1,čiže tisíc zničených psychicky odrovnaných ľudí a niekomu urobíte radosť ? toto je chorá hlava.
1,najprv testy a potom očkovanie?? dobre to majú premyslené iba ľudí zničiť nič viac.. 
1,takze ludom sa povyhrazas zakazom ist do prace a dostat co i len socialku za tvoju nanutenu pn ak tam nepojdu a zakazom kopmletne vsetkeho aby si ich nanutil do testovania ktore si si sam zmyslel...a zdravotnikov tam musis presviedcat velkymi financnymi odmenami aby ti tam isli...tomu vravim kompletne zlyhanie tvojej komunikacie a len to odzrkadluje doveru ludi v tvoje rozhodnutia a v to ako vedies tuto krajinu...samozrejme na vine bude zas niekto iny len nie ty
1,prikladám pre ľudí
1,po plackovej tlacovke tu vela veci nesedi1.matelko nedovoli testovat v ambulanciach.. relativne by sa to stihlo2.uplatil by aj certa aby sa testovalo3.chce nariadit lekarom aby testovali
1,prosim
1,zúfalosť .
1,prosim nepokazme mu to
1,na rakúskom orf sa premiér matovič priznal... že celoplošné testovanie nie je tak celkom dobrovoľné. (sledujte video od 11:20)tým pádom
1,tu vraviťe aby sa šli ludia testovat a ví ste bol. vraveli ste že 3 ste sa bol to aj já možem povedat že som sa bol testovat ako máme vám věřit ukašťe ten paper ziadní nemáte len klamete ako vždy že žiádám vás aby ste sa dal testovat a aby to přáli vsetky televizie ftedy vám uverim priamom přenose
1,inak povedané
1,ako jazvec od marca sedím doma -mám len 62 rokov. na test nepôjdem -dajte ma do štatistiky zdravá a to od marca . kedy sa tu tá pliga natiahla  a videla  som činu od vtedy  sa bojím ľudí!!  no virus nevie reč - ani vatikán!! dali čo len cent na skafandre -najbohatšia  banka:???  nech sa modlia  
1,aj tak padneš
1,ako motivaciu sme vam zvýšily sumu pokut.....
1,neverim
1,vážený pán premiér prosím nenechajte sa odradiť. dotiahnite svoju misiu až do konca
1,mam po 40 tke...nikdy ma politika nezaujimala...ale vdaka matovičovi viem čo je opozícia a kolalicia....÷))) uplne rozvratil spoločnost...nevie sa vyjadrovat....robi z ludi pokusnych kralikov...to testovanie nedopadne dobre...pekny večer
1,obcas by ho trebalo jebnut lopatou po hlave aby sa spametal
1,šašo už podpláca.... keby použil svoje love inak by to vypadalo. úbohý to človek... si doplakal
1,uplacat zdravotnikov v priamom prenose tak to uz musite byt riadne zufali len aby vam to vislo vase to nezmyselne testovanie
1,psychopatovi prihara. nebudu zdravotnici-nebude testovanie.nebude testovanie-bude demisia. snad svoj slub splnite inak vyzera to skoro ako podplacanie. skuste pouzit peniaze rozumnejsie. napr. rodinam
1,onasis rozhadzuje eurá
1,opichat ťa do zadnice
1,dobré sa ti rozdáva? na toto peniaze máš? či to zo svojho dávaš?
1,co bergamo
1,...nedá mi
1,pan matovič som róm a viete otom že som vás ne volil a preto vás nemám rád a dobře som spravil že som vás nevolil lebo teras viem že ste moc chory člověk poh vám pomáháj ale ani ten vám uš ňepomože že
1,nakúp  lieky ty chumaj
1,dodatočne prajeme klarke krásne meniny:)
1,to bude karma.
1,vsetko najlepsie.. veru to je vzdy mile vyrezavanie tekvic
0,všetko najlepšie k meninám želáme klárke
1,to poslala tvoju fotku ako vyzerášn.no pekne aj si sa lakol svojej podoby?
1,ty kokos ..mam vam priponenut pan matovic ze tu je nas vela takych co nemozu byt doma so svojimi rodinami...detmi na vianoce ???ci ine sviatky?? a vy jeden den ani nie sviatocny a uz tu placete...
1,to ťa bude mátať ešte dlho
1,nezabudni zajtra sfotit hovno rano ked sa vyseres zeby narod ohodnotil ci si zdravi bo ze vraj  podla farby a tvaru hovna sa to da spoznat
1,a koho to zaujíma????
1,celý tato
1,keď ju učí bess teacher
1,podoba tam je. vám masku netreba a to je na tom 
1,prave pre toto mnoho ludi neaspiruje na taketo funkcie..
1,mal si si radšej vyrezať niečo iné. a kedy vlastne robíš
0,máš krásneho syna
1,klára mala vyrezat tekvicu presne na tvoju hlavu a postaviť ťa do vinice plasit skorcov
0,nevadí vyrezete neskôr
1,toto tu patri tam kde aj ty
0,klárke prajem všetko najlepšie k meninám
0,ďakujeme za obetu
0,všetko najlepšie k narodeninám veľa šťastia malej
1,tam je tvoje miesto 
0,klárke prajem všetko najlepšie k meninám
1,raz ti povie aj tvoja dcera ze si psychopat klamar zlodej nechapes ze si diktator a aj manipulator a vela ludi ta prirovnava k hitlerovi druhym detom nedoprajes pekne narodeniny s darcekom lebo ich rodicov co nie je testovany jebnes do karanteny a nemozu dietatu kupit darcek to len na prirovnanie si nebezpecna fasisticka hrozba pre slovensko
1,chory clovek
0,igor si to ty ???
0,klárke všetko najlepšie prajem
1,radšej to urobila sama
0,celý tato.
0,krásne meniny  klárke
1,klárka by sa mala hanbiť za to akého má otca blbca!
0,klárka krásne meniny!
0,ľúbite ich a to cítiť z vašich príspevkov
0,pan matovic. vy ste ako stvoreny na funciu ministra vnutra. narod od vas cakal hlavne boj s korupciou a mafiou. vy ale bojujete s obcanmi ktori nic zle nerobia iba chcu mat slobodu. boj s covidom by nezvladal ziadny premier tak nie je hambou ked si to priznate a prenechate tuto funciu niekomu inemu. rosada vo vlade by prospela aj vam aj vasej rodine aj celemu slovensku. narod vas prestane nenavidiet a mozete ako minister vnutra napravit svoju zlu povest cistenim statu od mafie gaunerov zlodejov skorumpovanych politikov oligarchov fin skupin atd... tak mozete ziskat spat stratenu popularitu aj percenta hnutia olano. mozete byt najlepsi minister vnutra v hostorii sr!!! skuste o tom porozmyslat bez urazania sa a bez emocii. prajem pekny den.
1,aj naša klárka mala meniny bohužial sme jej nemohli dať darček ani pusu a viete prečo lebo nám dáky  ch ---j zakázal návštevy
1,len čo budú robiť potom podrázači
0,klárke všetko najlepšie! a povinnosti nech robia aj podriadení. rodina aj otca doma občas potrebuje.
1,tvoja klarka nas nezaujima! zaujimaju nas
1,skurvenec zapredany
0,pan matovic. funciu premiera uz nezvladate a trpi tym aj vasa rodina. myslim ze ako minister vnutra by ste boli lepsi. je to funkcia ako stvorena pre vas a mafiani zlocinci skorumpovani politici by zacali robit paniku zo strachu z vasej osoby. navrhujem vam preto lepsie riesenie pre slovensko. a to je vymena premiera aj par ministrov. minister mikulec by mohol byt premier alebo heger. a vy budete ministrom vnutra a budete bojovat len s korupciou a nie slusnymi obcanmi a ludmi. to.myslim v dobrom. vy ste ako stvoreni na funkciu ministra vnutra. od rana do vecera sa mozete vyhrazat mafianom zlodejom skorumpovancom a davat ich do neplatenej karanteny v leopoldove aj dalsich ustavov. takto si napravite zlu povest a ludia vas budu mat radsej ked vycistite sk od zlocinu!!! mikulec je rozvazny clovek a na premiera by sa hodil viacej. alebo niekto iny koho vy vyberiete. boj s korupciou vlade ide celkom dobre vasa osoba by ho este vylepsila a urychlila. pekny den
1,smutné.. ale však čo nespravia peniaze že..  ucme deti na toto.. kúpime prktinu.. je jedno ze ocko rieši kokotinu.. už človek na vás fakt nemá pekne slovo.. ste hanbou slovenska a mat otca ako vy tak chodím kanálom.
1,tento človek je fakt na hlavupandémia/nepandémia
0,klárke prajem krásne meninky
0,je mi luto
0,fakt pekne selficko igor.. (y) 
0,tatino
1,koho to zaujima
1,hotový debil...
1,to spravila teba na obraz nech sa vydis ty magorovic.
0,posielam vám lásku keby ste nebol vulgárny a keby ste mal iný postoj k občanov ani oni by nezaútočilo zmeňte to
0,klarke všetko len to najlepsie
0,pan premier
1,igorko zbal fidlátka a šup šup za paulínkou..už nikdá sa nepechor na leadra.....
0,katolik tekvice nevyrezava.
0,hlavne sa nevzdávaj !
0,naozaj dojímavé keď kopa rodín prichádza o živiteľov alebo sa im príjmy tak zdecimovali
0,toto vyrezaval moj syn pre vnucku este 9.oktobra ked bol doma bo mesiac pracuje v nemecku a pride domov az koncom buduceho tyzdna‍
0,tvoja klarka sa má hej.... tak začnite pozerať aj na iných
0,ja nic neviem o rodinách politikov
0,božééé....
0,vsetko najlepsie dcerke prajem.
0,obetujete sa pre tento národ
0,klárka je krásne
0,klárke všetko najlepšie
0,čo na to biskupi?
1,koho to zaujima???
0,to je to
0,pozdravte
0,40400 :)  
1,vyzerá to ako diabol
0,kukulienka malá
1,za to to že ľudia nešli svojim zosnulim zapáliť sviečku za to to budeš niesť následky nemisli si že budeš hrdina dopadnes jak jánošík
1,vaše deti oslavujú satanisticky sviatok? no áno
0,neustále podlamovanie nôh obdivujem vás a je mi z toho veľmi smutno potom že sa robia chyby namiesto podpory a pomoci samé útoky všetko je to dobré myslené verím tomu len škoda  že to nechcú ľudia chápať že tie nepopulárne rozhodnutia sú pre dobro všetkých máme radi len pozlátka a nie to čo je pod povrchom držím nám palce všetkým aby to dobre dopadlo boh nás žehnaj
0,aj ja som chcela taku velku tekvicu ale na nu nemam
0,su ludia už nemaju na tekvicu  daruj im
0,všetko najlepšie k narodeninám klarka
0,vsetko najlepsie klarke k meninam super priprava na haloween
1,to sú problémy toto..dementovič-kašli už na to-nech majú ľudia už svätý pokoj od tvojich diagnóz..
1,nech ti ju pes pojebe.
0,zlatá!!
0,klárke zo všetko najlepšie...a vám vela síltekvica je super
0,moja klárka je v de pri chorých na covid19.
0,len nedávajte tu dymu rezať kolárovo
1,keď sa v dôsledku tejto masovej nútenej vydieranim mobilizacie celeho slovenska na odberne miesta - nakazím ja
1,igorko ty si este jedno nevyhrate detsko.
0,pozdravujeme klárku
1,svedkovia matovičovi všimli ste si 
0,obetavy igor
0,pan premiér klarke prajem všetko len to najlepšie. veľa zdravia a hojnosť božích milosti.
0,keď ste raz sľúbil
1,fakt je že otec keď sľúbi má splniť
1,učíš lekárov na úplatky
1,celý ty keď stebou niekto nesúhlasí. pekná práca
1,preklinam ju. stačí?
0,daň za toto všetko a ešte ste aj za ..... nerobil by som to ani za všetky peniaze sveta
1,igor si tu dnes zabudol dat akú si mal stolicu. ci bola normálna alebo ta aj pakilo v konečníku... ty retard každú picovinu tu vesaj ľuďom na nos
1,otec roka...
0,az ma srdce zabolelo
0,uhol pohľadu na zamyslenie - ste jediný? - pán premiér
1,dúfam
0,ľudia upokojte sa za testy je aj ursula von der leyenová
0,igor
1,vyzerá ako matman
1,naco sem tahate deti a hrate divadlo rob si svoju pracu co najlepsie ked nato nemas chod k lopate a budes mat pokoj aj nase deti sa pytaju preco nemame cas  preco nemame toto hento preto lebo musis robit otroka za par sup a este vlada psychicky depta cele slovensko zlaty social....-
1,ale vypisovat ko.otiny na facebook sa stihne vzdy....
1,aj deti ľudí
0,niekto halloween niekto dušičky ‍
1,mas okolo seba dost ludi a ona ma meniny a chce vyrezavat tekvicu tak mas byt s nou a vyrezavat tekvicu jej svet je dolezitejsi a bez dalsej tlacovky sa ulavi este aj nam
0,všetko najlepšie dcérke  tekvička je pekná  veľa pracujete
0,igor lepsie by si urobil keby si sa venoval rodine
1,ten strašidelný obrázok čertovsky
1,van tajm xavier...sekond tajm...kašli na to igy...si zabudol na fotenie ponožiek
1,zdravím  všetko naj.. a teraz na tvrdo . rada by som videla vaše deti na testoch v priamom prenose .
1,igor drž sa...
1,ty romantik..
1,ja som to našťastie stihol
1,všetko spoločne zvládneme  a dúfam
1,nezabudny ich dat testovat
1,ale ved nemusis byt premierom...odstup
0,prajem klárke všetko najlepśie
1,vidíš igor... ty máš helloween my dušičky
0,drzime palce vam i celej vlade
0,igor 
0,kde sú tie krásne bezstarostné časy opozičného poslanca...??načo vám je táto zodpovednosť
0,mne osobne sa nepáci toto prezentovanue premiera na socialnych sietach ...!! dá status a pod nim ma cca÷500 negativnych komentarov sa čudujem že to psychicky zvlada ako ho slovensky národ nenavidi...nedokazala by som s tym žit a pokojne spavat...! do konca roka sa covidu nezbavime...to bude lockdown asi každy rok....treba si nato zvyknut covid tu bude stale aj poriadna chudoba....ale deti su v tomto nevinne... !!!
0,venujte sa naplno rodine slovensko vám to odpustí a konečne si vydýchne :d :)
0,sikulka
0,plody tvé práce v praxi. před nějakou dobou jsem četl jednu knížku. děj byl postaven na tom
1,testovač slovenskýranený štátny rozpočetmatovičko má na sebe maskáčebozkáva pavlínkine evráčepavlínka pavlínka riekni miodkiaľ berieš evráče celé dnipozrela pavlínka do šufľaopätovala pohľady na truľapritisla evráče do kúta:bola som na fica krutávliezla som mu do postieľkypriviedla mu spánok priveľkýevráče som mu ukradla z domubojí sa nepovedal to nikomučo? skríkol matovič na skalyčo?? skaly trikrát zvolaliči sa ti dobre nedarí?madam nambr van v chotári?mám pre teba nápad preveľkýuž nemusíš s ficom do postieľkynárod otestujeme jak sa patríhračkárskymi testami po evricenu zvýšime tak päť krátzarobíme prachov azapátstopy zahladíme fantastickyminuté testy ako vždyckyhodíme pekne do dunajašuflíčky prasknú ajajaja!!!
0,pan premiér
1,tekvicu si vyrez ty zo svejej hlavy
0,igor si dobry tata a budes este lepsi. aj pod statusom v komentaroch sa ukazuje vlastne
1,ale koho zaujíma tvoja klarka
1,nezabudni dat aj status kedy sa klarka s prepačenim vyprazdnila???. uz tie tvoje statusy lezu normalnym ľuďom na mozog !!! zacni konecne riešiť to čo maš.....
0,a malý bonus. :d
1,čo ty na to? múdrosráč? :d
1,tak si berte svoju klárku
1,....tak toto ste chceli tou vasou dobrovolnostou? taketo vyhrazanie sa ?  preboha 
1,čas se (ti) už krátí....happy halloween! :d
0,..joj
1,urcite ta prosila aby si sa uz vobec nevratil domov ty chren
1,debil a klára nech sa za vás hanbí. ozaj ide nao testovanie aj s tebou
1,americká ku...a si. veď slovien hrdý
